LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
220,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,"['hibernate_page_list_setall', 'found', 'pageCount', '<*>']",038257e5,hibernate_page_list_setall found pageCount <*>
221,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,"['[HID]', '[ATC]', '[Error]', 'AppleDeviceManagementHIDEventService', ':', ':', 'start', 'Could', 'not', 'make', 'a', 'string', 'from', 'out', 'connection', 'notification', 'key']",ce00bd46,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService : : start Could not make a string from out connection notification key
222,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,"['en0', ':', 'BSSID', 'changed', 'to', '5c', ':', '<*>', ':', '<*>', ':', '4c', ':', '<*>', ':', '1c']",20920613,en0 : BSSID changed to <*> <*> <*> : <*> : <*> : <*> : <*>
223,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,"['[IOBluetoothFamily][staticBluetoothTransportShowsUp]', '--', 'Received', 'Bluetooth', 'Controller', 'register', 'service', 'notification', '--', '0x7000']",df811d53,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000
224,Jul,2,10:11:17,authorMacBook-Pro,networkd,195,,"['nw_nat64_post_new_ifstate', 'successfully', 'changed', 'NAT64', 'ifstate', 'from', '0x8000000000000000', 'to', '0x4']",82a3fe7d,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from <*> <*> 0x8000000000000000
225,Jul,2,10:20:52,calvisitor-10-105-163-202,QQ,10018,,"['FA||Url||taskID[2019353117]', 'dealloc']",a507ad97,<*> dealloc
226,Jul,2,10:27:44,calvisitor-10-105-163-202,locationd,82,,"['NETWORK', ':', 'requery', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', '<*>', ',', 'items', ',', 'fQueryRetries', ',', '<*>', ',', 'fLastRetryTimestamp', ',', '520708962.7']",4b6a2516,"NETWORK : requery , <*> , <*> , <*> , <*> , <*> , items , fQueryRetries , <*> , fLastRetryTimestamp , <*>"
227,Jul,2,10:40:07,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32012,,"['<*>', '.676', 'GoogleSoftwareUpdateAgent[32012/0x7000002a0000]', '[lvl', '=', '2]', '-[KSAgentApp', 'updateProductWithProductID', ':', 'usingEngine', ':', ']', 'Checking', 'for', 'updates', 'for', '""', '<*>', '""', 'using', 'engine', '<KSUpdateEngine', ':', '0x100313e70', 'ticketStore', '=', '<KSPersistentTicketStore', ':', '0x100332a60', 'store', '=', '<KSKeyedPersistentStore', ':', '0x100315fa0', 'path', '=', '""', '/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore', '""', 'lockFile', '=', '<KSLockFile', ':', '0x1003176d0', 'path', '=', '""', '/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/', '<*>', '""', 'locked', '=', 'NO', '>', '>>', 'processor', '=', '<KSActionProcessor', ':', '0x1003143e0', 'delegate', '=', '<KSUpdateEngine', ':', '0x100313e70>', 'isProcessing', '=', 'NO', 'actionsCompleted', '=', '<*>', 'progress', '=', '0.00', 'errors', '=', '<*>', 'currentActionErrors', '=', '<*>', 'events', '=', '<*>', 'currentActionEvents', '=', '<*>', 'actionQueue', '=', '(', ')', '>', 'delegate', '=', '(null)', 'serverInfoStore', '=', '<KSServerPrivateInfoStore', ':', '0x100311a10', 'path', '=', '""', '/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers', '""', '>', 'errors', '=', '<*>', '>']",e133f2cc,"<*> .676 GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl = 2] -[KSAgentApp updateProductWithProductID : usingEngine : ] Checking for updates for "" <*> "" using engine <KSUpdateEngine : 0x100313e70 ticketStore = <KSPersistentTicketStore : 0x100332a60 store = <KSKeyedPersistentStore : 0x100315fa0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore "" lockFile = <KSLockFile : 0x1003176d0 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/ <*> "" locked = NO > >> processor = <KSActionProcessor : 0x1003143e0 delegate = <KSUpdateEngine : 0x100313e70> isProcessing = NO actionsCompleted = <*> progress = 0.00 errors = <*> currentActionErrors = <*> events = <*> currentActionEvents = <*> actionQueue = ( ) > delegate = (null) serverInfoStore = <KSServerPrivateInfoStore : 0x100311a10 path = "" /Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers "" > errors = <*> >"
228,Jul,2,11:38:49,calvisitor-10-105-163-202,QQ,10018,,"['2017/07/02', '<*>', ':', '<*>', ':', '49.414', '|', 'I', '|', 'VoipWrapper', '|', 'DAVEngineImpl.cpp', ':', '<*>', ':', 'Close', '|', 'close', 'video', 'chat.', 'll', '<*>', 'endUIN', '=', '******2341.']",97e796cf,<*> <*> : <*> : <*> | I | VoipWrapper | DAVEngineImpl.cpp : <*> : Close | close video chat. ll <*> endUIN = <*>
229,Jul,2,11:39:07,calvisitor-10-105-163-202,kernel,0,,"['ARPT', ':', '645791.413780', ':', 'IOPMPowerSource', 'Information', ':', 'onSleep', ',', 'SleepType', ':', 'Normal', 'Sleep', ',', ""'ExternalConnected'"", ':', 'No', ',', ""'TimeRemaining'"", ':', '<*>', ',']",27ddfa26,"ARPT : <*> : IOPMPowerSource Information : onSleep , SleepType : Normal Sleep , 'ExternalConnected' : No , 'TimeRemaining' : <*> ,"
230,Jul,2,11:42:54,calvisitor-10-105-163-202,kernel,0,,"['Previous', 'sleep', 'cause', ':', '<*>']",ed85e5e0,Previous sleep cause : <*>
231,Jul,2,11:42:54,calvisitor-10-105-163-202,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
232,Jul,2,11:42:55,authorMacBook-Pro,kernel,0,,"['ARPT', ':', '645795.024045', ':', 'ARPT', ':', 'Wake', 'Reason', ':', 'Wake', 'on', 'Scan', 'offload']",d47030ed,ARPT : <*> : ARPT : Wake Reason : Wake on Scan offload
233,Jul,2,11:43:53,calvisitor-10-105-163-202,kernel,0,,"['PM', 'response', 'took', '<*>', 'ms', '(54', ',', 'powerd)']",80350385,"PM response took <*> ms <*> , <*>"
234,Jul,2,12:15:23,calvisitor-10-105-163-202,kernel,0,,"['Bluetooth', '--', 'LE', 'is', 'supported', '-', 'Disable', 'LE', 'meta', 'event']",c86dfdd9,Bluetooth -- LE is supported - Disable LE meta event
235,Jul,2,12:15:23,calvisitor-10-105-163-202,sharingd,30299,,"['<*>', ':', '<*>', ':', '23.005', ':', 'Discoverable', 'mode', 'changed', 'to', 'Off']",0e62e1b0,<*> : <*> : <*> : Discoverable mode changed to Off
236,Jul,2,12:15:24,authorMacBook-Pro,QQ,10018,,"['tcp_connection_handle_connect_conditions_bad', '<*>', 'failed', ':', '<*>', '-', 'No', 'network', 'route']",5388f853,tcp_connection_handle_connect_conditions_bad <*> failed : <*> - No network route
237,Jul,2,12:15:30,authorMacBook-Pro,UserEventAgent,43,,"['Captive', ':', 'CNPluginHandler', 'en0', ':', 'Authenticated']",6f1b37d9,Captive : CNPluginHandler en0 : Authenticated
238,Jul,2,12:29:56,calvisitor-10-105-163-202,kernel,0,,"['ARPT', ':', '645957.322055', ':', 'wl0', ':', 'setup_keepalive', ':', 'Local', 'IP', ':', '<*>']",db8e426f,ARPT : <*> : wl0 : setup_keepalive : Local IP : <*>
239,Jul,2,12:43:24,calvisitor-10-105-163-202,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Active'""]",3813df52,Location icon should now be in state <*>
240,Jul,2,12:56:19,calvisitor-10-105-163-202,kernel,0,,"['Apple', '<*>', 'nderboltNHIType2', ':', ':', 'waitForOk2Go2Sx', '-', 'retries', '=', '<*>']",cace134e,Apple <*> nderboltNHIType2 : : waitForOk2Go2Sx - retries = <*>
241,Jul,2,13:00:07,calvisitor-10-105-163-202,kernel,0,,"['AirPort', ':', 'Link', 'Down', 'on', 'awdl0.', 'Reason', '<*>', '(Unspecified).']",5173857d,AirPort : Link Down on awdl0. Reason <*> (Unspecified).
242,Jul,2,13:01:36,calvisitor-10-105-163-202,kernel,0,,"['AppleCamIn', ':', ':', 'systemWakeCall', '-', 'messageType', '=', '0xE0000340']",d9f8fb9a,AppleCamIn : : systemWakeCall - messageType = <*>
243,Jul,2,13:01:37,authorMacBook-Pro,kernel,0,,"['IO80211AWDLPeerManager', ':', ':', 'setAwdlOperatingMode', 'Setting', 'the', 'AWDL', 'operation', 'mode', 'from', 'AUTO', 'to', 'SUSPENDED']",1f86294d,IO80211AWDLPeerManager : : setAwdlOperatingMode Setting the AWDL operation mode from <*> <*> SUSPENDED
244,Jul,2,13:02:03,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,32155,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()', 'failed', 'path', ':', '/var/run/mDNSResponder', 'Socket', ':', '<*>', 'Err', ':', '-1', 'Errno', ':', '<*>', 'Operation', 'not', 'permitted']",6bf65ed1,dnssd_clientstub ConnectToServer : connect() failed path : /var/run/mDNSResponder Socket : <*> Err : -1 Errno : <*> Operation not permitted
245,Jul,2,13:03:10,calvisitor-10-105-163-202,kernel,0,,"['Previous', 'sleep', 'cause', ':', '<*>']",ed85e5e0,Previous sleep cause : <*>
246,Jul,2,13:03:10,authorMacBook-Pro,kernel,0,,"['ARPT', ':', '646193.687729', ':', 'AirPort_Brcm43xx', ':', ':', 'platformWoWEnable', ':', 'WWEN[disable]']",e7756efa,ARPT : <*> : AirPort_Brcm43xx : : platformWoWEnable : <*>
247,Jul,2,13:03:41,calvisitor-10-105-163-202,AddressBookSourceSync,32160,,"['Unrecognized', 'attribute', 'value', ':', 't', ':', 'AbchPersonItemType']",8b19a29f,Unrecognized attribute value : t : AbchPersonItemType
248,Jul,2,13:05:38,calvisitor-10-105-163-202,kernel,0,,"['TBT', 'W', '(2)', ':', '0x0040', '[x]']",673ba328,TBT W (2) : 0x0040 [x]
249,Jul,2,13:05:40,authorMacBook-Pro,configd,53,,"['network', 'changed', ':', 'DNS*', 'Proxy']",d9d3c566,network changed : DNS* Proxy
250,Jul,2,13:06:17,calvisitor-10-105-163-202,kernel,0,,"['ARPT', ':', '646292.668059', ':', 'wl0', ':', 'MDNS', ':', '<*>', 'SRV', 'Recs', ',', '<*>', 'TXT', 'Recs']",744c2141,"ARPT : <*> : wl0 : MDNS : <*> SRV Recs , <*> TXT Recs"
251,Jul,2,13:10:47,calvisitor-10-105-163-202,kernel,0,,"['IO80211AWDLPeerManager', ':', ':', 'setAwdlAutoMode', 'Resuming', 'AWDL']",f49c32e3,IO80211AWDLPeerManager : : setAwdlAutoMode Resuming AWDL
252,Jul,2,13:12:08,authorMacBook-Pro,networkd,195,,"['-[NETClientConnection', 'effectiveBundleID]', 'using', 'process', 'name', 'apsd', 'as', 'bundle', 'ID', '(this', 'is', 'expected', 'for', 'daemons', 'without', 'bundle', 'ID']",f63e1b3f,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID
253,Jul,2,13:12:08,authorMacBook-Pro,symptomsd,215,,"['__73-[NetworkAnalyticsEngine', 'observeValueForKeyPath', ':', 'ofObject', ':', 'change', ':', 'context', ':', ']_block_invoke', 'unexpected', 'switch', 'value', '<*>']",ed6369dc,__73-[NetworkAnalyticsEngine observeValueForKeyPath : ofObject : change : context : ]_block_invoke unexpected switch value <*>
254,Jul,2,13:12:41,calvisitor-10-105-163-202,symptomsd,215,,"['-[NetworkAnalyticsEngine', '_writeJournalRecord', ':', 'fromCellFingerprint', ':', 'key', ':', 'atLOI', ':', 'ofKind', ':', 'lqm', ':', 'isFaulty', ':', ']', 'Hashing', 'of', 'the', 'primary', 'key', 'failed.', 'Dropping', 'the', 'journal', 'record.']",933ce84f,-[NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.
255,Jul,2,13:13:22,authorMacBook-Pro,mDNSResponder,91,,"['mDNS_RegisterInterface', ':', 'Frequent', 'transitions', 'for', 'interface', 'awdl0', '(FE80', ':', '<*>', ':', '<*>', ':', '<*>', ':', 'D8A5', ':', '90FF', ':', 'FEF5', ':', '7FFF)']",aff5d441,<*> : Frequent transitions for interface <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
256,Jul,2,13:44:22,calvisitor-10-105-163-202,kernel,0,,"['Apple', '<*>', 'nderboltNHIType2', ':', ':', 'prePCIWake', '-', 'power', 'up', 'complete', '-', 'took', '<*>', 'us']",aabe1713,Apple <*> nderboltNHIType2 : : prePCIWake - power up complete - took <*> us
257,Jul,2,13:44:30,authorMacBook-Pro,sandboxd,129,[10018],"['QQ(10018)', 'deny', 'mach-lookup', '<*>']",d2690211,<*> <*> deny <*> <*>
258,Jul,2,13:44:55,calvisitor-10-105-163-202,kernel,0,,"['IO80211AWDLPeerManager', ':', ':', 'setAwdlAutoMode', 'Resuming', 'AWDL']",f49c32e3,IO80211AWDLPeerManager : : setAwdlAutoMode Resuming AWDL
259,Jul,2,13:45:01,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,32208,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()->', 'No', 'of', 'tries', ':', '<*>']",3e43fb30,dnssd_clientstub ConnectToServer : connect()-> No of tries : <*>
260,Jul,2,13:56:23,calvisitor-10-105-163-202,kernel,0,,"['ARPT', ':', '646509.760609', ':', 'AirPort_Brcm43xx', ':', ':', 'platformWoWEnable', ':', 'WWEN[enable]']",e7756efa,ARPT : <*> : AirPort_Brcm43xx : : platformWoWEnable : <*>
261,Jul,2,14:07:52,calvisitor-10-105-163-202,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Active'""]",3813df52,Location icon should now be in state <*>
262,Jul,2,14:33:03,calvisitor-10-105-163-202,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Inactive'""]",3813df52,Location icon should now be in state <*>
263,Jul,2,14:41:07,calvisitor-10-105-163-202,Safari,9852,,"['tcp_connection_tls_session_error_callback_imp', '<*>', '__tcp_connection_tls_session_callback_write_block_invoke.434', 'error', '<*>']",32614d3a,tcp_connection_tls_session_error_callback_imp <*> <*> error <*>
264,Jul,2,14:44:01,calvisitor-10-105-163-202,WindowServer,184,,"['send_datagram_available_ping', ':', 'pid', '<*>', 'failed', 'to', 'act', 'on', 'a', 'ping', 'it', 'dequeued', 'before', 'timing', 'out.']",9c96b253,send_datagram_available_ping : pid <*> failed to act on a ping it dequeued before timing out.
265,Jul,2,14:52:57,calvisitor-10-105-163-202,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Active'""]",3813df52,Location icon should now be in state <*>
266,Jul,2,15:06:24,calvisitor-10-105-163-202,syslogd,44,,"['ASL', 'Sender', 'Statistics']",b5dd3697,ASL Sender Statistics
267,Jul,2,15:33:55,calvisitor-10-105-163-202,kernel,0,,"['AppleCamIn', ':', ':', 'systemWakeCall', '-', 'messageType', '=', '0xE0000300']",d9f8fb9a,AppleCamIn : : systemWakeCall - messageType = <*>
268,Jul,2,15:34:11,calvisitor-10-105-163-202,secd,276,,"['SOSAccountThisDeviceCanSyncWithCircle', 'sync', 'with', 'device', 'failure', ':', 'Error', 'Domain', '=', '<*>', 'Code', '=', '<*>', '""', 'Account', 'identity', 'not', 'set', '""', 'UserInfo', '=', '{NSDescription', '=', 'Account', 'identity', 'not', 'set}']",706ee61e,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure : Error Domain = <*> Code = <*> "" Account identity not set "" UserInfo = {NSDescription = Account identity not set}"
269,Jul,2,15:46:40,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32432,,"['<*>', '.516', 'GoogleSoftwareUpdateAgent[32432/0x7000002a0000]', '[lvl', '=', '2]', '-[KSOutOfProcessFetcher(PrivateMethods)', 'launchedHelperTaskForToolPath', ':', 'error', ':', ']', 'KSOutOfProcessFetcher', 'launched', ""'/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch'"", 'with', 'process', 'id', ':', '<*>']",f8e1babe,<*> .516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl = 2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath : error : ] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id : <*>
270,Jul,2,15:46:40,calvisitor-10-105-163-202,GoogleSoftwareUpdateAgent,32432,,"['<*>', '.697', 'GoogleSoftwareUpdateAgent[32432/0x7000002a0000]', '[lvl', '=', '2]', '-[KSUpdateEngine', 'updateAllExceptProduct', ':', ']', 'KSUpdateEngine', 'updating', 'all', 'installed', 'products', ',', 'except', ':', ""'"", '<*>', ""'.""]",9a971984,"<*> <*> <*> [lvl = 2] -[KSUpdateEngine updateAllExceptProduct : ] KSUpdateEngine updating all installed products , except : ' <*> '."
271,Jul,2,15:46:41,calvisitor-10-105-163-202,ksfetch,32435,,"['<*>', '.445', 'ksfetch[32435/0x7fff79824000]', '[lvl', '=', '2]', 'main()', 'ksfetch', 'fetching', 'URL', '(<NSMutableURLRequest', ':', '0x1005110b0>', '{', 'URL', ':', 'https', ':', '//', '<*>', '/service/update2?cup2hreq', '=', '53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key', '=', '<*>', ':', '<*>', '})', 'to', 'folder', ':', '/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download']",f2154fae,<*> <*> <*> [lvl = 2] main() ksfetch fetching URL (<NSMutableURLRequest : <*> { URL : https : // <*> /service/update2?cup2hreq = <*> = <*> : <*> }) to folder : <*>
272,Jul,2,16:38:07,calvisitor-10-105-163-202,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Inactive'""]",3813df52,Location icon should now be in state <*>
273,Jul,2,16:51:10,calvisitor-10-105-163-202,QQ,10018,,"['FA||Url||taskID[2019353182]', 'dealloc']",a507ad97,<*> dealloc
274,Jul,2,16:55:53,calvisitor-10-105-163-202,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.32502,"['Path', 'not', 'allowed', 'in', 'target', 'domain', ':', 'type', '=', 'pid', ',', 'path', '=', '/System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/', '<*>', '/Contents/MacOS/', '<*>', 'error', '=', '<*>', ':', 'The', 'specified', 'service', 'did', 'not', 'ship', 'in', 'the', ""requestor's"", 'bundle', ',', 'origin', '=', '/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/', '<*>']",b71de07c,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> /Contents/MacOS/ <*> error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>"
275,Jul,2,17:01:19,calvisitor-10-105-163-202,cloudd,326,,"['SecOSStatusWith', 'error', ':', '[-50]', 'Error', 'Domain', '=', 'NSOSStatusErrorDomain', 'Code', '=', '-50', '""', 'query', 'missing', 'class', 'name', '""', '(paramErr', ':', 'error', 'in', 'user', 'parameter', 'list)', 'UserInfo', '=', '{NSDescription', '=', 'query', 'missing', 'class', 'name}']",6f2ead77,"SecOSStatusWith error : [-50] Error Domain = NSOSStatusErrorDomain Code = -50 "" query missing class name "" (paramErr : error in user parameter list) UserInfo = {NSDescription = query missing class name}"
276,Jul,2,17:07:56,calvisitor-10-105-163-202,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Active'""]",3813df52,Location icon should now be in state <*>
277,Jul,2,17:11:18,calvisitor-10-105-163-202,Safari,9852,,"['tcp_connection_tls_session_error_callback_imp', '<*>', '__tcp_connection_tls_session_callback_write_block_invoke.434', 'error', '<*>']",32614d3a,tcp_connection_tls_session_error_callback_imp <*> <*> error <*>
278,Jul,2,17:13:46,calvisitor-10-105-163-202,com.apple.WebKit.WebContent,32514,,"['[17', ':', '<*>', ':', '46.390]', '<<<<', 'IQ-CA', '>>>>', 'piqca_setUsePreQueue', ':', '(0x7f92413e3000)', 'rejecting', 'report', 'of', 'layer', 'being', 'serviced', '-', 'IQ', 'has', 'not', 'yet', 'begun', 'to', 'update']",9025b468,<*> : <*> : <*> <<<< IQ-CA >>>> piqca_setUsePreQueue : <*> rejecting report of layer being serviced - IQ has not yet begun to update
279,Jul,2,17:19:15,calvisitor-10-105-163-202,com.apple.WebKit.WebContent,32514,,"['[17', ':', '<*>', ':', '15.148]', 'itemasync_SetProperty', 'signalled', 'err', '=', '-12785', '(kFigBaseObjectError_Invalidated)', '(invalidated)', 'at', '/Library/Caches/', '<*>', '/Sources/CoreMedia/', '<*>', '/Prototypes/Player/FigPlayer_Async.c', 'line', '<*>']",bc377845,<*> : <*> : <*> <*> signalled err = -12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/ <*> /Sources/CoreMedia/ <*> /Prototypes/Player/FigPlayer_Async.c line <*>
280,Jul,2,17:34:21,calvisitor-10-105-163-202,Safari,9852,,"['KeychainGetICDPStatus', ':', 'keychain', ':', '-25300']",dceb8db9,KeychainGetICDPStatus : keychain : -25300
281,Jul,2,17:36:15,calvisitor-10-105-163-202,Safari,9852,,"['KeychainGetICDPStatus', ':', 'keychain', ':', '-25300']",dceb8db9,KeychainGetICDPStatus : keychain : -25300
282,Jul,2,17:39:27,calvisitor-10-105-163-202,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.32564,"['Path', 'not', 'allowed', 'in', 'target', 'domain', ':', 'type', '=', 'pid', ',', 'path', '=', '/System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/', '<*>', '/Contents/MacOS/', '<*>', 'error', '=', '<*>', ':', 'The', 'specified', 'service', 'did', 'not', 'ship', 'in', 'the', ""requestor's"", 'bundle', ',', 'origin', '=', '/System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/', '<*>']",b71de07c,"Path not allowed in target domain : type = pid , path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/ <*> /Contents/MacOS/ <*> error = <*> : The specified service did not ship in the requestor's bundle , origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/ <*>"
283,Jul,2,17:44:05,calvisitor-10-105-163-202,Safari,9852,,"['KeychainGetICDPStatus', ':', 'keychain', ':', '-25300']",dceb8db9,KeychainGetICDPStatus : keychain : -25300
284,Jul,2,17:56:40,calvisitor-10-105-163-202,com.apple.ncplugin.WorldClock,32583,,"['host', 'connection', '<NSXPCConnection', ':', '0x7fddbbb015c0>', 'connection', 'from', 'pid', '<*>', 'invalidated']",1c112b85,host connection <NSXPCConnection : 0x7fddbbb015c0> connection from pid <*> invalidated
285,Jul,2,17:56:40,calvisitor-10-105-163-202,com.apple.ncplugin.weather,32585,,"['Error', 'in', 'CoreDragRemoveReceiveHandler', ':', '-1856']",8ecb8340,Error in CoreDragRemoveReceiveHandler : -1856
286,Jul,2,18:08:55,calvisitor-10-105-163-202,kernel,0,,"['ARPT', ':', '661549.802297', ':', 'wl0', ':', 'leaveModulePoweredForOffloads', ':', 'Wi-Fi', 'will', 'stay', 'on.']",78db7f76,ARPT : <*> : wl0 : leaveModulePoweredForOffloads : Wi-Fi will stay on.
287,Jul,2,18:08:55,authorMacBook-Pro,symptomsd,215,,"['__73-[NetworkAnalyticsEngine', 'observeValueForKeyPath', ':', 'ofObject', ':', 'change', ':', 'context', ':', ']_block_invoke', 'unexpected', 'switch', 'value', '<*>']",ed6369dc,__73-[NetworkAnalyticsEngine observeValueForKeyPath : ofObject : change : context : ]_block_invoke unexpected switch value <*>
288,Jul,2,18:08:56,authorMacBook-Pro,kernel,0,,"['ARPT', ':', '661552.832561', ':', 'IOPMPowerSource', 'Information', ':', 'onWake', ',', 'SleepType', ':', 'Normal', 'Sleep', ',', ""'ExternalConnected'"", ':', 'Yes', ',', ""'TimeRemaining'"", ':', '<*>', ',']",d414287e,"ARPT : <*> : IOPMPowerSource Information : onWake , SleepType : Normal Sleep , 'ExternalConnected' : Yes , 'TimeRemaining' : <*> ,"
289,Jul,2,18:09:15,calvisitor-10-105-163-202,com.apple.CDScheduler,258,,"['Thermal', 'pressure', 'state', ':', '<*>', 'Memory', 'pressure', 'state', ':', '<*>']",3c63ed9d,Thermal pressure state : <*> Memory pressure state : <*>
290,Jul,2,18:23:33,calvisitor-10-105-163-202,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Active'""]",3813df52,Location icon should now be in state <*>
291,Jul,2,18:35:12,calvisitor-10-105-163-202,kernel,0,,"['AppleCamIn', ':', ':', 'systemWakeCall', '-', 'messageType', '=', '0xE0000340']",d9f8fb9a,AppleCamIn : : systemWakeCall - messageType = <*>
292,Jul,2,18:35:12,authorMacBook-Pro,kernel,0,,"['AppleCamIn', ':', ':', 'systemWakeCall', '-', 'messageType', '=', '0xE0000340']",d9f8fb9a,AppleCamIn : : systemWakeCall - messageType = <*>
293,Jul,2,18:35:13,authorMacBook-Pro,symptomsd,215,,"['-[NetworkAnalyticsEngine', '_writeJournalRecord', ':', 'fromCellFingerprint', ':', 'key', ':', 'atLOI', ':', 'ofKind', ':', 'lqm', ':', 'isFaulty', ':', ']', 'Hashing', 'of', 'the', 'primary', 'key', 'failed.', 'Dropping', 'the', 'journal', 'record.']",933ce84f,-[NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.
294,Jul,2,18:35:23,calvisitor-10-105-163-202,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
295,Jul,2,18:35:44,calvisitor-10-105-163-202,sandboxd,129,[32626],"['<*>', '(32626)', 'deny', 'network-outbound', '/private/var/run/mDNSResponder']",d2690211,<*> <*> deny <*> <*>
296,Jul,2,18:35:57,calvisitor-10-105-163-202,kernel,0,,"['ARPT', ':', '661708.530713', ':', 'wl0', ':', 'MDNS', ':', 'IPV6', 'Addr', ':', 'fe80', ':', '<*>', ':', '<*>', ':', '<*>', ':', 'c6b3', ':', '1ff', ':', 'fecd', ':', '467f']",ae764079,ARPT : <*> : wl0 : MDNS : IPV6 Addr : <*> : <*> <*> <*> : <*> : c6b3 : 1ff : fecd : 467f
297,Jul,2,18:36:01,calvisitor-10-105-163-202,kernel,0,,"['Apple', '<*>', 'nderboltNHIType2', ':', ':', 'waitForOk2Go2Sx', '-', 'intel_rp', '=', '<*>', 'dlla_reporting_supported', '=', '<*>']",00cedb4a,Apple <*> nderboltNHIType2 : : waitForOk2Go2Sx - intel_rp = <*> dlla_reporting_supported = <*>
