EventId,EventTemplate,Occurrences
67fb357d,Cocoa scripting error for <*> : four character codes must be four characters long.,71
031fc000,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite' : '4023' is not a valid type name.,1
a62b7a64,objc[35391] : Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,1
681abeff,Invalidating watch set.,1
9e125867,objc[35448] : Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,1
ccc70a93,<*> : <*> : 06.178 : Started generating hashes,1
f7146a7c,<*> is deprecated for NSScrollWheel. Please use <*>,2
f9ec9aea,[00 : <*> : 42.167] (Fig) signalled err = -12871,1
1e591d25,[00 : <*> : 04.085] <<<< CRABS >>>> crabsWaitForLoad : [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),1
b53a1fdd,Failed to stop a scan - central is not powered on : <*>,1
814e9471,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
310dffdd,<*> time : <*> ms <*> <*> <*> <*> <*>,3
58631be9,vm_compressor_fastwake_warmup (581519 - 591525) - starting,1
b64c7f3a,"<IMMacNotificationCenterManager : 0x7ff1b2e00ba0> : Updating enabled : YES (Topics : ( "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" , "" <*> "" ))",1
9283c488,<*> .779 ksfetch[35863/0x7fff79824000] [lvl = 2] main() Fetcher received a request : <NSMutableURLRequest : 0x100501610> { URL : https : // <*> /service/update2?cup2hreq = a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key = <*> : <*> },1
94523b2c,<*> .977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl = 2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
2c2ff9ef,<IMMacNotificationCenterManager : 0x7fdcc9d16380> : notification observer : <*> notification : __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification},1
38716d37,CCProfile <*> itor : : freeResources done,1
0ac078ee,<IMMacNotificationCenterManager : <*> : NC Disabled : NO,5
2e005768,<IMMacNotificationCenterManager : <*> : DND Enabled : NO,2
98709a6a,Daemon connection invalidated!,1
2faab6f4,"doSaveChannels@286 : Will write to : <*> , <*> , <*> - AssocFail : sts : <*> : 0.xml",2
c9e2e095,"ARPT : <*> : IOPMPowerSource Information : onWake , SleepType : Normal Sleep , 'ExternalConnected' : No , 'TimeRemaining' : <*> ,",2
711987a4,"hibernate_machine_init : state <*> , image pages <*> , sum was d4e6c0b2 , imageSize 0x2aea6000 , image1Size 0x215a4000 , conflictCount <*> , nextFree <*>",1
02c53fa6,<*> completed - took <*> msecs,2
2e2772e7,AppleActuatorDevice : : stop Entered,1
bac6ec85,AppleActuatorDevice : : start Entered,1
e078246a,"bitmap_size 0x7f0fc , previewSize 0x4028 , writing <*> pages @ 0x97144",2
9e80a6db,"CCFile : : captureLog Received Capture notice id : 1499295963.492254 , reason = RoamFail : sts : 1_rsn : <*>",1
0542329e,en0 : manual intervention required!,1
82f87166,"DB Error : <*> "" no such table : <*> """,3
7d4b1b26,"<*> .450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl = 2] -[KSOutOfProcessFetcher beginFetchWithDelegate : ] KSOutOfProcessFetcher fetching from URL : "" https : // <*> /service/update2?cup2hreq = ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key = <*> : <*> """,1
e83f82a0,<IMMacNotificationCenterManager : 0x7fdcc9d16380> : Updating enabled : NO (Topics : ( )),1
b8135771,"arp_client_transmit(en0) failed , Network is down (50)",1
8b905e1d,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*>,5
c9b791a4,-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,4
196e100f,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,2
dce87623,"booter start at <*> ms smc <*> ms , [18 , <*> , 0] total <*> ms , dsply <*> , <*> ms , tramp <*> ms",1
adf920b3,"hostControllerOnline - Number of Paired devices = <*> , List of Paired devices = ( "" 84-41-67-32-db-e1 "" )",1
8e2f2a06,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms ****,1
422c2419,AppleActuatorHIDEventDriver : stop,2
9464abfc,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****,2
4f60892b,AppleActuatorDeviceUserClient : : start Entered,1
ef4e2935,<*> .064 ksfetch[36439/0x7fff79824000] [lvl = 2] main() Fetcher is exiting.,1
8b9a9cdc,"Google Chrome He[36456] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers , this increases system memory footprint until the target exits.",1
493b9254,hibernate_page_list_setall(preflight 1) start,1
7fcc70a2,IOPolledFilePollersOpen(0) <*> ms,1
de24e21c,hibernate_teardown completed - discarded <*>,1
ba31d3a2,AppleActuatorDeviceUserClient : : stop Entered,1
fe7b7c5c,[IOBluetoothHostController : : setConfigState] calling registerService,1
aa95df50,[HID] [MT] AppleMultitouchDevice : : start entered,1
4d66180d,"[CardDAVPlugin-ERROR] -getPrincipalInfo : [_controller supportsRequestCompressionAtURL : https : //13957525385%40163.com@ <*> /874161398/principal/] Error Domain = NSURLErrorDomain Code = -1009 "" The Internet connection appears to be offline. "" UserInfo = {NSUnderlyingError = 0x7f8de0c0dc70 {Error Domain = kCFErrorDomainCFNetwork Code = -1009 "" The Internet connection appears to be offline. "" UserInfo = {NSErrorFailingURLStringKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , NSErrorFailingURLKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , _kCFStreamErrorCodeKey = <*> , _kCFStreamErrorDomainKey = <*> , NSLocalizedDescription = The Internet connection appears to be offline.}} , NSErrorFailingURLStringKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , NSErrorFailingURLKey = https : //13957525385%40163.com@ <*> /874161398/principal/ , _kCFStreamErrorDomainKey = <*> , _kCFStreamErrorCodeKey = <*> , NSLocalizedDescription = The Internet connection appears to be offline.}",1
76608524,Unable to start NetBIOS name service :,2
472cc614,Got an XPC error : Connection invalid,1
ed4f3a4f,-[SFLListManager(ServiceReplyProtocol) notifyChanges : toListWithIdentifier : ] Notified of item changes to list with identifier <*>,1
6f4adbbb,<*> .733 GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl = 2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
5ede7912,no sleep images for WillPowerOffWithImages,1
1d8f9e52,ChromeExistion main isUndetectWithCommand = <*>,2
ec8c5858,after trim url = https : // <*> /_/chrome/newtab?rlz = 1C5CHFA_enHK732HK732&espv = 2&ie = UTF-8,1
58879701,"ChromeExistion main strSendMsg = { "" websitekey "" : false , "" commandkey "" : true , "" browserkey "" : true}",1
b1d02dee,url host = <*>,1
e46d87b5,the url = http : // <*> /item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr = aladdin,1
6443e947,[ <*> ] [Adding [<CalDAVAccountRefreshQueueableOperation : <*> ; Sequence : 0>] to failed operations.],3
635c31a4,"ARPT : 739295.354731 : wl0 : Roamed or switched channel , reason #4 , bssid f8 : 4f : <*> : 3b : ea : b2 , last RSSI -77",1
f356f9c1,hibernate_rebuild started,1
d9077041,"Service "" <*> "" tried to hijack endpoint "" <*> "" from owner : <*>",3
d4078c06,<*> <*> <*> [lvl = 2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors : ] Keystone finished : errors = <*>,2
bd1b52fb,<*> .163367 PM [AirPlayUIAgent] BecomingInactive : NSWorkspaceWillSleepNotification,1
b063161e,full wake request (reason 2) <*> ms,1
dbdcf378,"<*> <*> <*> [lvl = 2] -[KSOutOfProcessFetcher beginFetchWithDelegate : ] KSOutOfProcessFetcher start fetch from URL : "" https : // <*> /service/update2?cup2hreq = <*> = <*> : <*> """,2
048488e4,"Page bounds {{0 , 0} , {400 , 400}}",2
bf745034,Failed to connect <*> outlet from <*> to <*> : missing setter or instance variable,2
aa45c421,[ <*> ] [Account xpc_ben@163.com@https : // <*> /caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation : <CalDAVAccountRefreshQueueableOperation : 0x7fa11f9f2290 ; Sequence : 0>],1
5b41e38e,"[ <*> ] [Account refresh failed with error : Error Domain = CoreDAVHTTPStatusErrorDomain Code = <*> "" (null) "" UserInfo = {AccountName = <*> , CalDAVErrFromRefresh = YES , CoreDAVHTTPHeaders = <CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict , count = <*> , entries = > <*> : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = "" keep-alive "" } <*> : Content-Type = text/html <*> : Content-Length = <*> <*> : Server = nginx <*> : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = "" <*> , <*> <*> <*> <*> : <*> : <*> GMT "" } } }]",1
284808fe,Sandbox : SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS : 186A7 :,1
17c98d0c,"no application identifier provided , can't use provisioning profiles [pid = 37563]",1
ac18d0cb,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,1
24e0fa9d,CFNetwork SSLHandshake failed (-9802),1
8939d839,"Unable to simultaneously satisfy constraints : ( "" <NSLayoutConstraint : <*> H : [NSImageView : <*> "" , "" <NSLayoutConstraint : <*> H : |-(14)-[NSImageView : <*> (Names : PageItemCell : <*> , '|' : PageItemCell : <*> )> "" , "" <NSLayoutConstraint : <*> 'NSView-Encapsulated-Layout-Width' H : [PageItemCell(73)] (Names : PageItemCell : <*> )> "" , "" <NSLayoutConstraint : <*> H : [NSImageView : <*> : <*> "" , "" <NSLayoutConstraint : <*> H : [NSTextField : <*> (Names : PageItemCell : <*> , '|' : PageItemCell : <*> )> "" , "" <NSLayoutConstraint : <*> H : [NSTextField : <*> = NSSpace(8))-[NSTextField : <*> "" ) Will attempt to recover by breaking constraint <NSLayoutConstraint : <*> H : [NSImageView : <*> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints : ] automatically called when this happens. And/or , break on objc_exception_throw to catch this in the debugger.",2
923875bc,"Configuration Notice : ASL Module "" <*> "" sharing output destination "" /var/log/Accounts "" with ASL Module "" <*> "" . Output parameters from ASL Module "" <*> "" override any specified in ASL Module "" <*> "" .",1
1e5dc207,"CCDataTap : : profileRemoved , Owner : <*> , Name : StateSnapshots",1
98e7de6f,Unrecognized XSSimpleTypeDefinition : OneOff,2
89f46b49,DB Path : /Users/xpc/Library/Containers/ <*> /Data/Documents/contents/916639562/QQ.db,1
0bb958ad,Could not get event name for stream/token : <*> /4505 : <*> : Request for stale data,1
c9431072,<*> .875 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl = 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s) : {( <KSTicket : 0x100365950 productID = <*> version = <*> xc = <KSPathExistenceChecker : 0x10036e950 path = /Applications/Google Chrome.app> serverType = Omaha url = https : // <*> /service/update2 creationDate = <*> tagPath = /Applications/Google Chrome.app/Contents/Info.plist tagKey = KSChannelID brandPath = /Users/xpc/Library/Google/Google Chrome Brand.plist brandKey = KSBrandID versionPath = /Applications/Google Chrome.app/Contents/Info.plist versionKey = KSVersion cohort = <*> : 1y5 : cohortName = Stable ticketVersion = <*> > )} Using server : <KSOmahaServer : 0x100243f20 engine = <KSUpdateEngine : 0x1007161b0> >,1
bb24f938,Error in CoreDragRemoveTrackingHandler : -1856,1
54fecb38,Session <*> destroyed,2
9e2a089f,"ARPT : 771663.085756 : wl0 : Roamed or switched channel , reason #8 , bssid <*> : a6 : ca : db : <*> : cc , last RSSI -60",1
cb83d49d,Sandbox : QuickLook <*> elli(38418) deny(1) mach-lookup <*>,1
2251d32b,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed , dumping backtrace : [x86_64] <*> <*> libsystem_network.dylib 0x00007fff92fabde9 __nw_create_backtrace_string + <*> <*> libsystem_network.dylib 0x00007fff92fc289f nw_path_evaluator_start_helper_connection + <*> <*> libdispatch.dylib 0x00007fff980fa93d _dispatch_call_block_and_release + <*> <*> libdispatch.dylib 0x00007fff980ef40b _dispatch_client_callout + <*> <*> libdispatch.dylib 0x00007fff980f403b _dispatch_queue_drain + <*> <*> libdispatch.dylib 0x00007fff980fa707 _dispatch_queue_invoke + <*> <*> libdispatch.dylib 0x00007fff980f2d53 _dispatch_root_queue_drain + <*> <*> libdispatch.dylib 0x00007fff980f2b00 _dispatch_worker_thread3 + <*> <*> libsystem_pthread.dylib 0x00007fff8ebc44de _pthread_wqthread + <*> <*> libsystem_pthread.dylib 0x00007fff8ebc2341 start_wqthread + <*>",1
dee0ff42,"CoreAnimation : warning , deleted thread with uncommitted CATransaction ; set CA_DEBUG_TRANSACTIONS = <*> in environment to log backtraces.",1
46ebf1a8,full wake promotion (reason 1) <*> ms,1
1e4d0989,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL , -9806)",1
55428e43,"[QL] No sandbox token for request <QL <*> mbnailRequest vmware-usbarb-25037.log> , it will probably fail",1
4eb90420,"schedule invalidation <DYTransport 0x7f89e8c00520 , error : lost transport connection (31)>",1
68f6cc47,[21 : <*> : 43.147] mv_LowLevelCheckIfVideoPlayableUsing <*> oder signalled err = -12956 (kFigMediaValidatorError_VideoCodecNotSupported) (video codec 1) at line <*>,1
702e6e1c,<<<< MediaValidator >>>> mv_LookupCodecSupport : Unrecognized codec <*>,1
b2cf8fa3,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId : Unrecognized codec 1.(null). Failed codec specific check.,1
57fbdef7,CoreAnimation : timed out fence 5fe83,1
c98e8fbf,<*> : <*> : 33.765 ERROR : <*> : timed out after 15.000s (0 0) ; mMajorChangePending = <*>,1
b6db81a8,efi pagecount <*>,2
98fd98f0,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>,1
9d261b6f,"CCDataTap : : profileRemoved , Owner : <*> , Name : AssociationEventHistory",1
b17bb3a8,"ARPT : 784632.788065 : wl0 : Roamed or switched channel , reason #8 , bssid 5c : <*> : <*> : <*> : bc : <*> , last RSSI -69",1
f81e9894,Host controller terminated,1
24d99557,[HID] [MT] AppleActuatorHIDEventDriver : : start entered,1
dd044e6a,[BluetoothHIDDeviceController]ERROR : Could not find the disconnected object,2
6ccec6fa,"Unable to simultaneously satisfy constraints : ( "" <NSAutoresizingMaskLayoutConstraint : 0x7f9d574e5370 h = -&- v = -&- V : [NSScrollView : 0x7f9d64abe480]-(11)-| (Names : '|' : NSView : 0x7f9d6a9cc340 )> "" , "" <NSAutoresizingMaskLayoutConstraint : 0x7f9d7561a270 h = -&- v = -&- V : |-(45)-[NSScrollView : 0x7f9d64abe480] (Names : '|' : NSView : 0x7f9d6a9cc340 )> "" , "" <NSAutoresizingMaskLayoutConstraint : 0x7f9d6aa2cf10 h = -&- v = --& V : [NSView : 0x7f9d53160e30(0)]> "" , "" <NSAutoresizingMaskLayoutConstraint : 0x7f9d75652870 h = -&- v = -&- V : |-(0)-[NSView : 0x7f9d6a9cc340] (Names : '|' : NSView : 0x7f9d53160e30 )> "" , "" <NSAutoresizingMaskLayoutConstraint : 0x7f9d77ef8f50 h = -&- v = -&- V : [NSView : 0x7f9d6a9cc340]-(0)-| (Names : '|' : NSView : 0x7f9d53160e30 )> "" ) Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint : 0x7f9d7561a270 h = -&- v = -&- V : |-(45)-[NSScrollView : 0x7f9d64abe480] (Names : '|' : NSView : 0x7f9d6a9cc340 )> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints : ] automatically called when this happens. And/or , break on objc_exception_throw to catch this in the debugger.",1
a0b8e8e7,<*> .365 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl = 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg : ] About to run checks for any other apps.,1
6f57cfa6,"Arranged view frame : {{0 , 0} , {260 , 877}}",1
8bf09552,CCProfile <*> itor : : setStreamEventHandler,1
2bc6deed,Telling CSI to go low power.,1
