LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
425,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'broadcast_20_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '5.5', '<*>', ',', 'free', '416.7', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
426,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
427,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'broadcast_20', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '9.8', '<*>', ',', 'free', '411.6', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
428,17/06/09,20:10:54,INFO,spark.CacheManager,"['Partition', 'rdd_16_0', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
429,17/06/09,20:10:54,INFO,spark.CacheManager,"['Partition', 'rdd_16_4', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
430,17/06/09,20:10:54,INFO,spark.CacheManager,"['Partition', 'rdd_16_3', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
431,17/06/09,20:10:54,INFO,spark.CacheManager,"['Partition', 'rdd_16_2', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
432,17/06/09,20:10:54,INFO,spark.CacheManager,"['Partition', 'rdd_16_1', 'not', 'found', ',', 'computing', 'it']",0b3ad280,"Partition <*> not found , computing it"
433,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_0', 'locally']",d7f24216,Found block <*> locally
434,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_4', 'locally']",d7f24216,Found block <*> locally
435,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_3', 'locally']",d7f24216,Found block <*> locally
436,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_2', 'locally']",d7f24216,Found block <*> locally
437,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_1', 'locally']",d7f24216,Found block <*> locally
438,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-95', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
439,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-96', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
440,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-95', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
441,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-97', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
442,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-85', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
443,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'rdd_16_4', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '263.0', '<*>', ',', 'free', '386.4', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
444,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'rdd_16_0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '191.0', '<*>', ',', 'free', '386.6', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
445,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'rdd_16_3', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '232.0', '<*>', ',', 'free', '386.8', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
446,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'rdd_16_2', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '230.0', '<*>', ',', 'free', '387.0', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
447,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'rdd_16_1', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '351.0', '<*>', ',', 'free', '387.4', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
448,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
449,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
450,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
451,17/06/09,20:10:54,INFO,executor.Executor,"['Finished', 'task', '4.0', 'in', 'stage', '11.0', '(TID', '479).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
452,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
453,17/06/09,20:10:54,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '<*>', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
454,17/06/09,20:10:54,INFO,executor.Executor,"['Finished', 'task', '0.0', 'in', 'stage', '11.0', '(TID', '450).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
455,17/06/09,20:10:54,INFO,executor.Executor,"['Finished', 'task', '3.0', 'in', 'stage', '11.0', '(TID', '478).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
456,17/06/09,20:10:54,INFO,executor.Executor,"['Finished', 'task', '2.0', 'in', 'stage', '11.0', '(TID', '475).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
457,17/06/09,20:10:54,INFO,executor.Executor,"['Finished', 'task', '1.0', 'in', 'stage', '11.0', '(TID', '464).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
458,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
459,17/06/09,20:10:54,INFO,executor.Executor,"['Running', 'task', '0.0', 'in', 'stage', '12.0', '(TID', '480)']",ae0572db,Running task <*> in stage <*> (TID <*>
460,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
461,17/06/09,20:10:54,INFO,executor.Executor,"['Running', 'task', '1.0', 'in', 'stage', '12.0', '(TID', '494)']",ae0572db,Running task <*> in stage <*> (TID <*>
462,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
463,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
464,17/06/09,20:10:54,INFO,executor.Executor,"['Running', 'task', '2.0', 'in', 'stage', '12.0', '(TID', '508)']",ae0572db,Running task <*> in stage <*> (TID <*>
465,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
466,17/06/09,20:10:54,INFO,executor.Executor,"['Running', 'task', '3.0', 'in', 'stage', '12.0', '(TID', '518)']",ae0572db,Running task <*> in stage <*> (TID <*>
467,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
468,17/06/09,20:10:54,INFO,executor.Executor,"['Running', 'task', '4.0', 'in', 'stage', '12.0', '(TID', '519)']",ae0572db,Running task <*> in stage <*> (TID <*>
469,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'broadcast_21_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '5.7', '<*>', ',', 'free', '393.1', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
470,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
471,17/06/09,20:10:54,INFO,storage.MemoryStore,"['Block', 'broadcast_21', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '10.1', '<*>', ',', 'free', '403.2', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
472,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_16_0', 'locally']",d7f24216,Found block <*> locally
473,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_16_4', 'locally']",d7f24216,Found block <*> locally
474,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_16_3', 'locally']",d7f24216,Found block <*> locally
475,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_16_2', 'locally']",d7f24216,Found block <*> locally
476,17/06/09,20:10:54,INFO,storage.BlockManager,"['Found', 'block', 'rdd_16_1', 'locally']",d7f24216,Found block <*> locally
477,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-162', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
478,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-157', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
479,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-157', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
480,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-146', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
481,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-156', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
482,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '0.0', 'in', 'stage', '12.0', '(TID', '480).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
483,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '3.0', 'in', 'stage', '12.0', '(TID', '518).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
484,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '4.0', 'in', 'stage', '12.0', '(TID', '519).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
485,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '1.0', 'in', 'stage', '12.0', '(TID', '494).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
486,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '2.0', 'in', 'stage', '12.0', '(TID', '508).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
487,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
488,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '0.0', 'in', 'stage', '13.0', '(TID', '528)']",ae0572db,Running task <*> in stage <*> (TID <*>
489,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
490,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '1.0', 'in', 'stage', '13.0', '(TID', '542)']",ae0572db,Running task <*> in stage <*> (TID <*>
491,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
492,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '2.0', 'in', 'stage', '13.0', '(TID', '553)']",ae0572db,Running task <*> in stage <*> (TID <*>
493,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
494,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
495,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '3.0', 'in', 'stage', '13.0', '(TID', '558)']",ae0572db,Running task <*> in stage <*> (TID <*>
496,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
497,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '4.0', 'in', 'stage', '13.0', '(TID', '559)']",ae0572db,Running task <*> in stage <*> (TID <*>
498,17/06/09,20:10:55,INFO,storage.MemoryStore,"['Block', 'broadcast_22_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '5.8', '<*>', ',', 'free', '409.0', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
499,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
500,17/06/09,20:10:55,INFO,storage.MemoryStore,"['Block', 'broadcast_22', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '9.6', '<*>', ',', 'free', '418.6', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
501,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_0', 'locally']",d7f24216,Found block <*> locally
502,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_4', 'locally']",d7f24216,Found block <*> locally
503,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_3', 'locally']",d7f24216,Found block <*> locally
504,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_2', 'locally']",d7f24216,Found block <*> locally
505,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_1', 'locally']",d7f24216,Found block <*> locally
506,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-76', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
507,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-73', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
508,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-73', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
509,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-67', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
510,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-74', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
511,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '0.0', 'in', 'stage', '13.0', '(TID', '528).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
512,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '4.0', 'in', 'stage', '13.0', '(TID', '559).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
513,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '2.0', 'in', 'stage', '13.0', '(TID', '553).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
514,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '1.0', 'in', 'stage', '13.0', '(TID', '542).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
515,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '3.0', 'in', 'stage', '13.0', '(TID', '558).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
516,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
517,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '0.0', 'in', 'stage', '14.0', '(TID', '562)']",ae0572db,Running task <*> in stage <*> (TID <*>
518,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
519,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '1.0', 'in', 'stage', '14.0', '(TID', '576)']",ae0572db,Running task <*> in stage <*> (TID <*>
520,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
521,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '2.0', 'in', 'stage', '14.0', '(TID', '590)']",ae0572db,Running task <*> in stage <*> (TID <*>
522,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
523,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
524,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '3.0', 'in', 'stage', '14.0', '(TID', '598)']",ae0572db,Running task <*> in stage <*> (TID <*>
525,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
526,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '4.0', 'in', 'stage', '14.0', '(TID', '599)']",ae0572db,Running task <*> in stage <*> (TID <*>
527,17/06/09,20:10:55,INFO,storage.MemoryStore,"['Block', 'broadcast_23_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '5.4', '<*>', ',', 'free', '378.2', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
528,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
529,17/06/09,20:10:55,INFO,storage.MemoryStore,"['Block', 'broadcast_23', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '9.2', '<*>', ',', 'free', '387.4', '<*>', ')']",3528ee28,"Block <*> stored as values in memory (estimated size <*> <*> , free <*> <*> )"
530,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_0', 'locally']",d7f24216,Found block <*> locally
531,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_4', 'locally']",d7f24216,Found block <*> locally
532,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_3', 'locally']",d7f24216,Found block <*> locally
533,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_2', 'locally']",d7f24216,Found block <*> locally
534,17/06/09,20:10:55,INFO,storage.BlockManager,"['Found', 'block', 'rdd_2_1', 'locally']",d7f24216,Found block <*> locally
535,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-90', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
536,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-93', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
537,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-90', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
538,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-82', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
539,17/06/09,20:10:55,INFO,python.PythonRunner,"['Times', ':', 'total', '=', '<*>', ',', 'boot', '=', '-92', ',', 'init', '=', '<*>', ',', 'finish', '=', '<*>']",a3651f68,"Times : total = <*> , boot = <*> , init = <*> , finish = <*>"
540,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '3.0', 'in', 'stage', '14.0', '(TID', '598).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
541,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '2.0', 'in', 'stage', '14.0', '(TID', '590).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
542,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '0.0', 'in', 'stage', '14.0', '(TID', '562).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
543,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '4.0', 'in', 'stage', '14.0', '(TID', '599).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
544,17/06/09,20:10:55,INFO,executor.Executor,"['Finished', 'task', '1.0', 'in', 'stage', '14.0', '(TID', '576).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
545,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
546,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '0.0', 'in', 'stage', '15.0', '(TID', '612)']",ae0572db,Running task <*> in stage <*> (TID <*>
547,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
548,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '1.0', 'in', 'stage', '15.0', '(TID', '626)']",ae0572db,Running task <*> in stage <*> (TID <*>
549,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
550,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '2.0', 'in', 'stage', '15.0', '(TID', '636)']",ae0572db,Running task <*> in stage <*> (TID <*>
551,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
552,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '3.0', 'in', 'stage', '15.0', '(TID', '638)']",ae0572db,Running task <*> in stage <*> (TID <*>
553,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,"['Got', 'assigned', 'task', '<*>']",9ba7fdc2,Got assigned task <*>
554,17/06/09,20:10:55,INFO,executor.Executor,"['Running', 'task', '4.0', 'in', 'stage', '15.0', '(TID', '639)']",ae0572db,Running task <*> in stage <*> (TID <*>
555,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,"['Started', 'reading', 'broadcast', 'variable', '<*>']",6c90e140,Started reading broadcast variable <*>
556,17/06/09,20:10:55,INFO,storage.MemoryStore,"['Block', 'broadcast_24_piece0', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '5.6', '<*>', ',', 'free', '393.0', '<*>', ')']",e8353a43,"Block <*> stored as bytes in memory (estimated size <*> <*> , free <*> <*> )"
557,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",c0edc03b,Reading broadcast variable <*> took <*> ms
