LineId,Time,Program,Content,EventId,EventTemplate
326,10.30 17:37:53,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
327,10.30 17:37:54,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
328,10.30 17:37:54,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
329,10.30 17:37:55,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
330,10.30 17:37:56,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
331,10.30 17:37:56,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
332,10.30 17:37:56,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
333,10.30 17:37:57,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
334,10.30 17:38:06,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
335,10.30 17:38:07,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
336,10.30 17:38:13,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
337,10.30 17:38:22,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
338,10.30 17:38:49,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
339,10.30 17:38:59,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
340,10.30 17:39:00,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
341,10.30 17:39:01,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
342,10.30 17:39:15,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
343,10.30 17:39:15,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
344,10.30 17:39:18,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
345,10.30 17:39:19,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
346,10.30 17:39:23,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
347,10.30 17:39:23,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
348,10.30 17:40:01,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
349,10.30 17:40:03,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
350,10.30 17:40:03,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
351,10.30 17:40:03,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
352,10.30 17:40:03,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
353,10.30 17:40:03,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
354,10.30 17:40:03,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
355,10.30 17:40:03,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
356,10.30 17:40:03,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
357,10.30 17:40:05,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
358,10.30 17:40:06,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
359,10.30 17:40:06,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
360,10.30 17:40:07,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
361,10.30 17:40:07,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
362,10.30 17:40:07,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
363,10.30 17:40:07,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
364,10.30 17:40:07,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
365,10.30 17:40:07,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
366,10.30 17:40:07,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
367,10.30 17:40:07,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
368,10.30 17:40:08,putty.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(585', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
369,10.30 17:40:21,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
370,10.30 17:40:21,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
371,10.30 17:40:21,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
372,10.30 17:40:21,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
373,10.30 17:40:21,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
374,10.30 17:40:21,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
375,10.30 17:40:22,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
376,10.30 17:40:22,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
377,10.30 17:40:36,Wiz.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
378,10.30 17:42:54,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
379,10.30 17:42:58,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
380,10.30 17:42:58,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
381,10.30 17:42:59,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
382,10.30 17:43:01,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(113', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
383,10.30 17:43:01,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
384,10.30 17:45:58,WeChat.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
385,10.30 17:46:23,QQ.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
386,10.30 17:46:23,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
387,10.30 17:46:23,QQ.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
388,10.30 17:46:38,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
389,10.30 17:46:44,QQ.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
390,10.30 17:46:44,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
391,10.30 17:46:44,QQ.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
392,10.30 17:46:44,QQ.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
393,10.30 17:46:44,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
394,10.30 17:47:01,SGPicFaceTool.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
395,10.30 17:47:02,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
396,10.30 17:47:23,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
397,10.30 17:47:23,QQ.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
398,10.30 17:47:45,WeChat.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
399,10.30 17:48:03,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
400,10.30 17:48:45,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
401,10.30 17:48:52,SogouCloud.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
402,10.30 17:48:52,SogouCloud.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
403,10.30 17:51:05,chrome.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
404,10.30 17:51:13,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
405,10.30 17:51:21,QQ.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(122', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
406,10.30 17:52:06,YodaoDict.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
407,10.30 17:52:06,YodaoDict.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
408,10.30 17:52:09,YodaoDict.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
409,10.30 17:52:09,YodaoDict.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
410,10.30 17:52:18,YodaoDict.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
411,10.30 17:52:19,YodaoDict.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
412,10.30 17:52:25,YodaoDict.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
413,10.30 17:52:25,YodaoDict.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
414,10.30 17:52:38,Wiz.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
415,10.30 17:52:44,YodaoDict.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
416,10.30 17:53:05,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
417,10.30 17:53:43,YodaoDict.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
418,10.30 17:53:51,Wiz.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
419,10.30 17:53:58,Wiz.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
420,10.30 17:54:00,Wiz.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
421,10.30 17:54:27,WeChat.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
422,10.30 17:54:29,QQExternal.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
423,10.30 17:55:05,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
424,10.30 17:55:51,Wiz.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
425,10.30 17:56:05,WeChat.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
426,10.30 17:56:23,WeChat.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
427,10.30 17:56:23,WeChat.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
428,10.30 17:57:12,YodaoDict.exe,"['<*>', 'error', ':', 'A', 'connection', 'request', 'was', 'canceled', 'before', 'the', 'completion.']",cb4cfc43,<*> error : A connection request was canceled before the completion.
429,10.30 17:59:03,svchost.exe *64,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
430,10.30 17:59:09,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
431,10.30 17:59:10,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
432,10.30 17:59:13,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
433,10.30 17:59:13,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
434,10.30 17:59:13,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
435,10.30 17:59:13,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
436,10.30 17:59:13,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
437,10.30 17:59:17,git-remote-https.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
438,10.30 17:59:21,git-remote-https.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
439,10.30 17:59:58,firefox.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(446', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
440,10.30 18:00:10,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
441,10.30 18:00:10,firefox.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
442,10.30 18:00:12,FlashPlayerPlugin_18_0_0_209.exe,"['<*>', 'error', ':', 'Could', 'not', 'connect', 'through', 'proxy', '<*>', '-', 'Proxy', 'server', 'cannot', 'establish', 'a', 'connection', 'with', 'the', 'target', ',', 'status', 'code', '<*>']",0701d464,"<*> error : Could not connect through proxy <*> - Proxy server cannot establish a connection with the target , status code <*>"
443,10.30 18:00:13,firefox.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
444,10.30 18:00:15,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
445,10.30 18:00:15,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
446,10.30 18:00:15,firefox.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
447,10.30 18:00:24,firefox.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
448,10.30 18:00:24,GitHub.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
449,10.30 18:00:35,git-remote-https.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
450,10.30 18:00:41,WeChat.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
451,10.30 18:00:55,SogouCloud.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
452,10.30 18:01:06,chrome.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
453,10.30 18:01:08,firefox.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(554', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
454,10.30 18:01:34,Skype.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
455,10.30 18:01:34,Skype.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
456,10.30 18:01:41,Skype.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
457,10.30 18:01:42,Skype.exe,"['<*>', 'open', 'through', 'proxy', '<*>', 'HTTPS']",56ab45ba,<*> open through proxy <*> HTTPS
458,10.30 18:02:05,WeChat.exe,"['<*>', 'close', ',', '<*>', 'bytes', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
459,10.30 18:02:12,firefox.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
460,10.30 18:02:12,firefox.exe,"['<*>', 'close', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'sent', ',', '<*>', 'bytes', '(', '<*>', '<*>', ')', 'received', ',', 'lifetime', '<*>']",c904ebb5,"<*> close , <*> bytes sent , <*> bytes received , lifetime <*>"
